4.109805084257811359e+03 9.516900000000000000e+04
3.752022866559512750e+03 9.836600000000000000e+04
2.940426432778219350e+03 1.061330000000000000e+05
4.444860485317266466e+03 9.751100000000000000e+04
2.968515322948180255e+03 9.714700000000000000e+04
5.390080290511741623e+03 9.707400000000000000e+04
3.137510362141018959e+03 1.028630000000000000e+05
3.695895072516000255e+03 1.049250000000000000e+05
4.362628540529773090e+03 9.557900000000000000e+04
4.844049466449041574e+03 9.885300000000000000e+04
3.966551860713824226e+03 9.974300000000000000e+04
3.244826679645554577e+03 1.032840000000000000e+05
3.948161342684039028e+03 1.013940000000000000e+05
3.919320099347166888e+03 9.911000000000000000e+04
3.965048190319872901e+03 1.125230000000000000e+05
4.226585352818271531e+03 9.642500000000000000e+04
3.878638347930958389e+03 1.006680000000000000e+05
3.825674341250643010e+03 1.054150000000000000e+05
3.527256089766739478e+03 9.551300000000000000e+04
4.201121109084695490e+03 1.057400000000000000e+05
3.508204799719736002e+03 1.030650000000000000e+05
3.262017868037783956e+03 1.057740000000000000e+05
4.179136490261193103e+03 9.555400000000000000e+04
4.161851869382595396e+03 9.553500000000000000e+04
2.965099101275421617e+03 1.134460000000000000e+05
4.084438125358407888e+03 1.062550000000000000e+05
4.070854209808024279e+03 1.056940000000000000e+05
3.672691157559326257e+03 9.656800000000000000e+04
3.595916536358105986e+03 1.107150000000000000e+05
3.757579777196835039e+03 9.557900000000000000e+04
3.637525216277637355e+03 1.079970000000000000e+05
3.286207381567659468e+03 9.604000000000000000e+04
4.128205075230946022e+03 1.038140000000000000e+05
3.984676391137352766e+03 1.059990000000000000e+05
4.009947277011908227e+03 1.065460000000000000e+05
3.364698979743278869e+03 9.903700000000000000e+04
2.688273870222205915e+03 1.123070000000000000e+05
3.578634349409426704e+03 1.109720000000000000e+05
4.135078942963840746e+03 1.034550000000000000e+05
2.995625879562815044e+03 1.078540000000000000e+05
4.136023728421144369e+03 1.072830000000000000e+05
3.128119993309485835e+03 1.104880000000000000e+05
3.439681434437342432e+03 9.843600000000000000e+04
4.216349531393258076e+03 1.004470000000000000e+05
3.874501174824916234e+03 1.058370000000000000e+05
3.281498735336308982e+03 1.115170000000000000e+05
3.700928382277345463e+03 1.055610000000000000e+05
2.980535037717952036e+03 1.056950000000000000e+05
2.828579631943347067e+03 1.066170000000000000e+05
4.195373162705487630e+03 1.079500000000000000e+05
