3.351026809606370534e+03 1.415840000000000000e+05
3.424859828115844721e+03 1.424360000000000000e+05
3.242765641953197246e+03 1.449490000000000000e+05
3.708612309201352673e+03 1.378830000000000000e+05
3.460218081004628857e+03 1.388430000000000000e+05
3.517417954888987424e+03 1.416870000000000000e+05
3.184375214326137211e+03 1.427930000000000000e+05
3.367660202501002004e+03 1.421530000000000000e+05
3.014403442352012462e+03 1.407590000000000000e+05
3.491199435456969695e+03 1.419680000000000000e+05
3.208977778896031396e+03 1.406510000000000000e+05
3.639336129367340618e+03 1.385380000000000000e+05
3.657234604916545777e+03 1.396820000000000000e+05
3.462707399585608528e+03 1.406380000000000000e+05
3.216766187540006740e+03 1.410550000000000000e+05
3.481171547947003091e+03 1.403860000000000000e+05
3.554205182536977190e+03 1.442790000000000000e+05
3.472336200257554083e+03 1.427020000000000000e+05
3.374051126555218616e+03 1.422070000000000000e+05
3.468343192676495619e+03 1.426650000000000000e+05
3.698860438809385414e+03 1.397600000000000000e+05
3.489746268600487838e+03 1.397270000000000000e+05
3.955229759224474037e+03 1.371570000000000000e+05
3.568474799233326848e+03 1.420100000000000000e+05
3.345307528150044618e+03 1.434570000000000000e+05
3.459318328907548221e+03 1.406790000000000000e+05
3.560296567877669077e+03 1.419250000000000000e+05
3.332381273597160543e+03 1.401680000000000000e+05
3.192327956343287951e+03 1.430310000000000000e+05
3.369390533394519935e+03 1.433740000000000000e+05
3.338007277223992787e+03 1.393620000000000000e+05
3.340516901561341456e+03 1.433590000000000000e+05
3.342747563302221806e+03 1.384450000000000000e+05
3.289882621196389209e+03 1.439910000000000000e+05
3.334308471932472003e+03 1.416840000000000000e+05
3.448063098644579441e+03 1.367140000000000000e+05
3.389346601441045095e+03 1.451470000000000000e+05
3.406476761573299882e+03 1.436240000000000000e+05
3.441825286892902113e+03 1.427200000000000000e+05
3.303537039418215045e+03 1.415920000000000000e+05
3.336100274183259444e+03 1.380270000000000000e+05
3.287539779996166544e+03 1.411960000000000000e+05
3.610731122471975596e+03 1.360790000000000000e+05
3.278595235739692725e+03 1.432760000000000000e+05
3.398234537691829246e+03 1.397240000000000000e+05
3.381944072119441444e+03 1.441910000000000000e+05
