2.530191205399084083e+03 4.011100000000000000e+04
8.960032490089535884e+01 3.273400000000000000e+04
6.118674085177612142e+03 3.356700000000000000e+04
3.253044458941646099e+03 3.381000000000000000e+04
5.469067284302944245e+03 1.786000000000000000e+04
5.458740736407603436e+02 4.045100000000000000e+04
4.091247750044055010e+03 2.435200000000000000e+04
1.707035134197877142e+03 3.619500000000000000e+04
6.382330271635537429e+03 3.294200000000000000e+04
4.370813001092573359e+03 4.154100000000000000e+04
3.632558560491617300e+03 4.376600000000000000e+04
2.645339895802121077e+02 4.109400000000000000e+04
2.865845463807280794e+03 4.022600000000000000e+04
6.986758798106917311e+03 1.613700000000000000e+04
